PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Sex_label,Pclass_ordinal,Title,FamilySize,IsAlone,FarePerPerson,AgeBin,Deck,Pclass_Sex,NameLength,FamilyId
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S,1,2.0,Mr,2,0,9.98335,,Unknown,3_male,36,65304
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,,S,1,2.0,Mr,1,1,7.25,YoungAdult,Unknown,3_male,19,SOTON/OQ 3101317
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,S,1,0.0,Mr,1,1,30.5,Adult,C,1_male,26,113787
494,0,1,"Artagaveytia, Mr. Ramon",male,65.0,0,0,PC 17609,49.5042,,C,1,0.0,Mr,1,1,49.5042,Senior,Unknown,1_male,23,PC 17609
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,26,A/4 45380
496,0,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C,1,2.0,Mr,1,1,14.4583,,Unknown,3_male,21,2627
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,66.3,D20,C,0,0.0,Miss,2,0,33.15,Adult,D,1_female,30,36947
498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S,1,2.0,Mr,1,1,15.1,,Unknown,3_male,31,C.A. 6212
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,66.3,C22 C26,S,0,0.0,Mrs,4,0,16.575,YoungAdult,C,1_female,47,113781
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,,S,1,2.0,Mr,1,1,7.7958,YoungAdult,Unknown,3_male,18,350035
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,,S,1,2.0,Mr,1,1,8.6625,Teen,Unknown,3_male,16,315086
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,,Q,0,2.0,Miss,1,1,7.75,YoungAdult,Unknown,3_female,19,364846
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Q,0,2.0,Miss,1,1,7.6292,,Unknown,3_female,30,330909
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,,S,0,2.0,Miss,1,1,9.5875,Adult,Unknown,3_female,30,4135
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,66.3,B79,S,0,0.0,Miss,1,1,66.3,Teen,B,1_female,21,110152
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,66.3,C65,C,1,0.0,Mr,2,0,33.15,Teen,C,1_male,42,PC 17758
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,,S,0,1.0,Mrs,3,0,8.666666666666666,YoungAdult,Unknown,2_female,45,26360
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,,S,1,0.0,Mr,1,1,26.55,,Unknown,1_male,45,111427
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,,S,1,2.0,Mr,1,1,22.525,YoungAdult,Unknown,3_male,24,C 4001
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,,S,1,2.0,Mr,1,1,56.4958,YoungAdult,Unknown,3_male,14,1601
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,,Q,1,2.0,Mr,1,1,7.75,YoungAdult,Unknown,3_male,24,382651
512,0,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S,1,2.0,Mr,1,1,8.05,,Unknown,3_male,17,SOTON/OQ 3101316
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S,1,0.0,Mr,1,1,26.2875,Adult,E,1_male,25,PC 17473
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,,C,0,0.0,Mrs,2,0,29.7,Adult,Unknown,1_female,46,PC 17603
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,,S,1,2.0,Mr,1,1,7.4958,YoungAdult,Unknown,3_male,17,349209
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,S,1,0.0,Mr,1,1,34.0208,Adult,D,1_male,28,36967
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S,0,1.0,Mrs,1,1,10.5,YoungAdult,F,2_female,28,C.A. 34260
518,0,3,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Q,1,2.0,Mr,1,1,24.15,,Unknown,3_male,17,371110
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,,S,0,1.0,Mrs,2,0,13.0,Adult,Unknown,2_female,52,226875
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,19,349242
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,66.3,B73,S,0,0.0,Miss,1,1,66.3,YoungAdult,B,1_female,21,12749
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,15,349252
523,0,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,C,1,2.0,Mr,1,1,7.225,,Unknown,3_male,18,2624
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,C,0,0.0,Mrs,2,0,28.9896,Adult,B,1_female,47,111361
525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C,1,2.0,Mr,1,1,7.2292,,Unknown,3_male,17,2700
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q,1,2.0,Mr,1,1,7.75,Adult,Unknown,3_male,18,367232
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,,S,0,1.0,Miss,1,1,10.5,Adult,Unknown,2_female,20,W./C. 14258
528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,66.3,C95,S,1,0.0,Mr,1,1,66.3,,C,1_male,18,PC 17483
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,,S,1,2.0,Mr,1,1,7.925,Adult,Unknown,3_male,25,3101296
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,,S,1,1.0,Mr,4,0,2.875,YoungAdult,Unknown,2_male,27,29104
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,,S,0,1.0,Miss,3,0,8.666666666666666,Child,Unknown,2_female,24,26360
532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,1,2.0,Mr,1,1,7.2292,,Unknown,3_male,17,2641
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,,C,1,2.0,Mr,3,0,2.409733333333333,Teen,Unknown,3_male,20,2690
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C,0,2.0,Mrs,3,0,7.452766666666666,,Unknown,3_female,38,2668
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,,S,0,2.0,Miss,1,1,8.6625,YoungAdult,Unknown,3_female,19,315084
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,,S,0,1.0,Miss,3,0,8.75,Child,Unknown,2_female,22,F.C.C. 13529
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,S,1,0.0,Other,1,1,26.55,Adult,B,1_male,33,113050
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,66.3,,C,0,0.0,Miss,1,1,66.3,YoungAdult,Unknown,1_female,19,PC 17761
539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,1,2.0,Mr,1,1,14.5,,Unknown,3_male,24,364498
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,C,0,0.0,Miss,3,0,16.5,YoungAdult,B,1_female,34,13568
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,66.3,B22,S,0,0.0,Miss,3,0,22.099999999999998,Adult,B,1_female,23,WE/P 5735
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,,S,0,2.0,Miss,7,0,4.4678571428571425,Child,Unknown,3_female,36,347082
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,,S,0,2.0,Miss,7,0,4.4678571428571425,Child,Unknown,3_female,33,347082
544,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,,S,1,1.0,Mr,2,0,13.0,YoungAdult,Unknown,2_male,17,2908
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,66.3,C86,C,1,0.0,Mr,2,0,33.15,Adult,C,1_male,26,PC 17761
546,0,1,"Nicholson, Mr. Arthur Ernest",male,,0,0,693,26.0,,S,1,0.0,Mr,1,1,26.0,,Unknown,1_male,28,693
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,,S,0,1.0,Mrs,2,0,13.0,YoungAdult,Unknown,2_female,33,2908
548,1,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,C,1,1.0,Mr,1,1,13.8625,,Unknown,2_male,26,SC/PARIS 2146
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,,S,1,2.0,Mr,3,0,6.841666666666666,YoungAdult,Unknown,3_male,25,363291
550,1,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,,S,1,1.0,Master,3,0,12.25,Child,Unknown,2_male,30,C.A. 33112
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,66.3,C70,C,1,0.0,Mr,3,0,22.099999999999998,Teen,C,1_male,27,17421
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,,S,1,1.0,Mr,1,1,26.0,YoungAdult,Unknown,2_male,27,244358
553,0,3,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Q,1,2.0,Mr,1,1,7.8292,,Unknown,3_male,20,330979
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,,C,1,2.0,Mr,1,1,7.225,YoungAdult,Unknown,3_male,33,2620
555,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,,S,0,2.0,Miss,1,1,7.775,YoungAdult,Unknown,3_female,18,347085
556,0,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,,S,1,0.0,Mr,1,1,26.55,Senior,Unknown,1_male,18,113807
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,A16,C,0,0.0,Other,2,0,19.8,Adult,A,1_female,65,11755
558,0,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,66.3,,C,1,0.0,Mr,1,1,66.3,,Unknown,1_male,19,PC 17757
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,66.3,E67,S,0,0.0,Mrs,3,0,22.099999999999998,Adult,E,1_female,38,110413
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,,S,0,2.0,Mrs,2,0,8.7,Adult,Unknown,3_female,44,345572
561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q,1,2.0,Mr,1,1,7.75,,Unknown,3_male,24,372622
562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,,S,1,2.0,Mr,1,1,7.8958,Adult,Unknown,3_male,17,349251
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,,S,1,1.0,Mr,1,1,13.5,YoungAdult,Unknown,2_male,26,218629
564,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S,1,2.0,Mr,1,1,8.05,,Unknown,3_male,17,SOTON/OQ 392082
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S,0,2.0,Miss,1,1,8.05,,Unknown,3_female,30,SOTON/O.Q. 392087
566,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,,S,1,2.0,Mr,3,0,8.049999999999999,YoungAdult,Unknown,3_male,20,A/4 48871
567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,20,349205
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,,S,0,2.0,Mrs,5,0,4.215,YoungAdult,Unknown,3_female,43,349909
569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,C,1,2.0,Mr,1,1,7.2292,,Unknown,3_male,19,2686
570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,,S,1,2.0,Mr,1,1,7.8542,YoungAdult,Unknown,3_male,17,350417
571,1,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,,S,1,1.0,Mr,1,1,10.5,Senior,Unknown,2_male,18,S.W./PP 752
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,C101,S,0,0.0,Mrs,3,0,17.15973333333333,Adult,C,1_female,45,11769
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,E25,S,1,0.0,Mr,1,1,26.3875,Adult,E,1_male,32,PC 17474
574,1,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,,Q,0,2.0,Miss,1,1,7.75,,Unknown,3_female,17,14312
575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,,S,1,2.0,Mr,1,1,8.05,Teen,Unknown,3_male,28,A/4. 20589
576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,,S,1,2.0,Mr,1,1,14.5,YoungAdult,Unknown,3_male,20,358585
577,1,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,,S,0,1.0,Miss,1,1,13.0,YoungAdult,Unknown,2_female,20,243880
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,E44,S,0,0.0,Mrs,2,0,27.95,Adult,E,1_female,41,13507
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,C,0,2.0,Mrs,2,0,7.22915,,Unknown,3_female,32,2689
580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,,S,1,2.0,Mr,1,1,7.925,YoungAdult,Unknown,3_male,19,STON/O 2. 3101286
581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,,S,0,1.0,Miss,3,0,10.0,YoungAdult,Unknown,2_female,27,237789
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,66.3,C68,C,0,0.0,Mrs,3,0,22.099999999999998,Adult,C,1_female,52,17421
583,0,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,,S,1,1.0,Mr,1,1,26.0,Adult,Unknown,2_male,26,28403
584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049,40.125,A10,C,1,0.0,Mr,1,1,40.125,Adult,A,1_male,19,13049
585,0,3,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,,C,1,2.0,Mr,1,1,8.7125,,Unknown,3_male,19,3411
586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,66.3,E68,S,0,0.0,Miss,3,0,22.099999999999998,Teen,E,1_female,19,110413
587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,66.3,,S,1,1.0,Mr,1,1,66.3,Adult,Unknown,2_male,23,237565
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,66.3,B41,C,1,0.0,Mr,3,0,22.099999999999998,Adult,B,1_male,32,13567
589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,21,14973
590,0,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,,S,1,2.0,Mr,1,1,8.05,,Unknown,3_male,19,A./5. 3235
591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,,S,1,2.0,Mr,1,1,7.125,YoungAdult,Unknown,3_male,20,STON/O 2. 3101273
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,66.3,D20,C,0,0.0,Mrs,2,0,33.15,Adult,D,1_female,47,36947
593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,,S,1,2.0,Mr,1,1,7.25,Adult,Unknown,3_male,26,A/5 3902
594,0,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q,0,2.0,Miss,3,0,2.5833333333333335,,Unknown,3_female,18,364848
595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,,S,1,1.0,Mr,2,0,13.0,Adult,Unknown,2_male,23,SC/AH 29037
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,,S,1,2.0,Mr,3,0,8.049999999999999,Adult,Unknown,3_male,27,345773
597,1,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33.0,,S,0,1.0,Miss,1,1,33.0,,Unknown,2_female,26,248727
598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE,,,S,1,2.0,Mr,1,1,,Adult,Unknown,3_male,19,LINE
599,0,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,C,1,2.0,Mr,1,1,7.225,,Unknown,3_male,17,2664
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,A20,C,1,0.0,Other,2,0,28.4646,Adult,A,1_male,44,PC 17485
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,,S,0,1.0,Mrs,4,0,6.75,YoungAdult,Unknown,2_female,51,243847
602,0,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S,1,2.0,Mr,1,1,7.8958,,Unknown,3_male,20,349214
603,0,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,S,1,0.0,Mr,1,1,42.4,,Unknown,1_male,25,113796
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,,S,1,2.0,Mr,1,1,8.05,Adult,Unknown,3_male,25,364511
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.55,,C,1,0.0,Mr,1,1,26.55,YoungAdult,Unknown,1_male,31,111426
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,,S,1,2.0,Mr,2,0,7.775,Adult,Unknown,3_male,29,349910
607,0,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,17,349246
608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804,30.5,,S,1,0.0,Mr,1,1,30.5,YoungAdult,Unknown,1_male,27,113804
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,,C,0,1.0,Mrs,4,0,10.3948,YoungAdult,Unknown,2_female,53,SC/Paris 2123
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,PC 17582,66.3,C125,S,0,0.0,Miss,1,1,66.3,Adult,C,1_female,25,PC 17582
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,,S,0,2.0,Mrs,7,0,4.4678571428571425,Adult,Unknown,3_female,57,347082
612,0,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,S,1,2.0,Mr,1,1,7.05,,Unknown,3_male,21,SOTON/O.Q. 3101305
613,1,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,,Q,0,2.0,Miss,2,0,7.75,,Unknown,3_female,27,367230
614,0,3,"Horgan, Mr. John",male,,0,0,370377,7.75,,Q,1,2.0,Mr,1,1,7.75,,Unknown,3_male,16,370377
615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,31,364512
616,1,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,,S,0,1.0,Miss,4,0,16.25,YoungAdult,Unknown,2_female,19,220845
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,,S,1,2.0,Mr,3,0,4.8,YoungAdult,Unknown,3_male,25,347080
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,,S,0,2.0,Mrs,2,0,8.05,YoungAdult,Unknown,3_female,47,A/5. 3336
619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,F4,S,0,1.0,Miss,4,0,9.75,Child,F,2_female,27,230136
620,0,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,,S,1,1.0,Mr,1,1,10.5,YoungAdult,Unknown,2_male,19,31028
621,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,,C,1,2.0,Mr,2,0,7.2271,YoungAdult,Unknown,3_male,19,2659
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,S,1,0.0,Mr,2,0,26.2771,Adult,D,1_male,28,11753
623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,,C,1,2.0,Mr,3,0,5.247233333333333,YoungAdult,Unknown,3_male,16,2653
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,,S,1,2.0,Mr,1,1,7.8542,YoungAdult,Unknown,3_male,27,350029
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,,S,1,2.0,Mr,1,1,16.1,YoungAdult,Unknown,3_male,27,54636
626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,D50,S,1,0.0,Mr,1,1,32.3208,Senior,D,1_male,21,36963
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,,Q,1,1.0,Other,1,1,12.35,Adult,Unknown,2_male,30,219533
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,13502,66.3,D9,S,0,0.0,Miss,1,1,66.3,YoungAdult,D,1_female,29,13502
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,25,349224
630,0,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Q,1,2.0,Mr,1,1,7.7333,,Unknown,3_male,24,334912
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,65.0,0,0,27042,30.0,A23,S,1,0.0,Mr,1,1,30.0,Senior,A,1_male,36,27042
632,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,,S,1,2.0,Mr,1,1,7.0542,Adult,Unknown,3_male,27,347743
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,B50,C,1,0.0,Other,1,1,30.5,YoungAdult,B,1_male,25,13214
634,0,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,,,S,1,0.0,Mr,1,1,,,Unknown,1_male,29,112052
635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,,S,0,2.0,Miss,6,0,4.6499999999999995,Child,Unknown,3_female,18,347088
636,1,2,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,,S,0,1.0,Miss,1,1,13.0,YoungAdult,Unknown,2_female,17,237668
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,,S,1,2.0,Mr,1,1,7.925,YoungAdult,Unknown,3_male,26,STON/O 2. 3101292
638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,,S,1,1.0,Mr,3,0,8.75,YoungAdult,Unknown,2_male,19,C.A. 31921
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,,S,0,2.0,Mrs,6,0,6.614583333333333,Adult,Unknown,3_female,38,3101295
640,0,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S,1,2.0,Mr,2,0,8.05,,Unknown,3_male,26,376564
641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050,7.8542,,S,1,2.0,Mr,1,1,7.8542,YoungAdult,Unknown,3_male,22,350050
642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477,66.3,B35,C,0,0.0,Other,1,1,66.3,YoungAdult,B,1_female,20,PC 17477
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,,S,0,2.0,Miss,6,0,4.6499999999999995,Child,Unknown,3_female,29,347088
644,1,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,S,1,2.0,Mr,1,1,56.4958,,Unknown,3_male,15,1601
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,0,2.0,Miss,4,0,4.814575,Child,Unknown,3_female,22,2666
646,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,PC 17572,66.3,D33,C,1,0.0,Mr,2,0,33.15,Adult,D,1_male,25,PC 17572
647,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,17,349231
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,A26,C,1,0.0,Other,1,1,35.5,Adult,A,1_male,35,13213
649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S,1,2.0,Mr,1,1,7.55,,Unknown,3_male,18,S.O./P.P. 751
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,,S,0,2.0,Miss,1,1,7.55,YoungAdult,Unknown,3_female,31,CA. 2314
651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,1,2.0,Mr,1,1,7.8958,,Unknown,3_male,17,349221
652,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919,23.0,,S,0,1.0,Miss,2,0,11.5,Teen,Unknown,2_female,19,231919
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0,0,8475,8.4333,,S,1,2.0,Mr,1,1,8.4333,YoungAdult,Unknown,3_male,30,8475
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,,Q,0,2.0,Miss,1,1,7.8292,,Unknown,3_female,29,330919
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,,Q,0,2.0,Miss,1,1,6.75,Teen,Unknown,3_female,28,365226
